cohort_date,cohort_day,active_users
2023-01-04 00:00:00+00:00,27,1
2023-01-04 00:00:00+00:00,30,1
2023-01-04 00:00:00+00:00,31,1
2023-01-04 00:00:00+00:00,53,1
2023-01-04 00:00:00+00:00,56,1
2023-01-04 00:00:00+00:00,63,1
2023-01-04 00:00:00+00:00,87,1
2023-01-04 00:00:00+00:00,128,1
2023-01-04 00:00:00+00:00,144,1
2023-01-04 00:00:00+00:00,150,1
2023-01-04 00:00:00+00:00,151,1
2023-01-04 00:00:00+00:00,160,1
2023-01-04 00:00:00+00:00,162,1
2023-01-04 00:00:00+00:00,164,1
2023-01-04 00:00:00+00:00,165,1
2023-01-04 00:00:00+00:00,174,1
2023-01-04 00:00:00+00:00,176,1
2023-01-04 00:00:00+00:00,177,1
2023-01-04 00:00:00+00:00,188,1
2023-01-04 00:00:00+00:00,199,1
2023-01-04 00:00:00+00:00,236,1
2023-01-04 00:00:00+00:00,262,1
2023-01-04 00:00:00+00:00,276,1
2023-01-04 00:00:00+00:00,277,1
2023-01-04 00:00:00+00:00,278,1
2023-01-04 00:00:00+00:00,311,1
2023-01-04 00:00:00+00:00,312,1
2023-01-04 00:00:00+00:00,313,1
2023-01-04 00:00:00+00:00,324,1
2023-01-04 00:00:00+00:00,351,1
2023-01-05 00:00:00+00:00,0,81
2023-01-05 00:00:00+00:00,1,11
2023-01-05 00:00:00+00:00,2,17
2023-01-05 00:00:00+00:00,3,15
2023-01-05 00:00:00+00:00,4,12
2023-01-05 00:00:00+00:00,5,1
2023-01-05 00:00:00+00:00,38,1
2023-01-05 00:00:00+00:00,67,1
2023-01-05 00:00:00+00:00,69,1
2023-01-05 00:00:00+00:00,71,1
2023-01-05 00:00:00+00:00,81,1
2023-01-05 00:00:00+00:00,91,1
2023-01-05 00:00:00+00:00,136,1
2023-01-05 00:00:00+00:00,149,1
2023-01-05 00:00:00+00:00,185,1
2023-01-05 00:00:00+00:00,199,1
2023-01-05 00:00:00+00:00,224,1
2023-01-05 00:00:00+00:00,234,1
2023-01-05 00:00:00+00:00,252,1
2023-01-05 00:00:00+00:00,276,1
2023-01-05 00:00:00+00:00,280,1
2023-01-05 00:00:00+00:00,288,1
2023-01-05 00:00:00+00:00,290,1
2023-01-05 00:00:00+00:00,305,1
2023-01-05 00:00:00+00:00,327,1
2023-01-05 00:00:00+00:00,333,1
2023-01-05 00:00:00+00:00,349,1
2023-01-06 00:00:00+00:00,0,74
2023-01-06 00:00:00+00:00,1,17
2023-01-06 00:00:00+00:00,2,13
2023-01-06 00:00:00+00:00,3,9
2023-01-06 00:00:00+00:00,4,14
2023-01-06 00:00:00+00:00,5,1
2023-01-06 00:00:00+00:00,16,1
2023-01-06 00:00:00+00:00,17,2
2023-01-06 00:00:00+00:00,18,1
2023-01-06 00:00:00+00:00,19,2
2023-01-06 00:00:00+00:00,20,1
2023-01-06 00:00:00+00:00,26,1
2023-01-06 00:00:00+00:00,31,1
2023-01-06 00:00:00+00:00,32,1
2023-01-06 00:00:00+00:00,37,1
2023-01-06 00:00:00+00:00,40,1
2023-01-06 00:00:00+00:00,41,2
2023-01-06 00:00:00+00:00,43,1
2023-01-06 00:00:00+00:00,69,1
2023-01-06 00:00:00+00:00,131,1
2023-01-06 00:00:00+00:00,132,1
2023-01-06 00:00:00+00:00,135,1
2023-01-06 00:00:00+00:00,165,1
2023-01-06 00:00:00+00:00,185,1
2023-01-06 00:00:00+00:00,186,1
2023-01-06 00:00:00+00:00,195,1
2023-01-06 00:00:00+00:00,202,1
2023-01-06 00:00:00+00:00,213,2
2023-01-06 00:00:00+00:00,277,1
2023-01-06 00:00:00+00:00,278,1
2023-01-06 00:00:00+00:00,280,1
2023-01-06 00:00:00+00:00,330,1
2023-01-06 00:00:00+00:00,331,1
2023-01-06 00:00:00+00:00,333,1
2023-01-06 00:00:00+00:00,334,1
2023-01-06 00:00:00+00:00,345,1
2023-01-06 00:00:00+00:00,349,1
2023-01-06 00:00:00+00:00,352,1
2023-01-06 00:00:00+00:00,354,1
2023-01-06 00:00:00+00:00,359,1
2023-01-07 00:00:00+00:00,0,60
2023-01-07 00:00:00+00:00,1,6
2023-01-07 00:00:00+00:00,2,12
2023-01-07 00:00:00+00:00,3,4
2023-01-07 00:00:00+00:00,4,2
2023-01-07 00:00:00+00:00,29,1
2023-01-07 00:00:00+00:00,51,1
2023-01-07 00:00:00+00:00,54,1
2023-01-07 00:00:00+00:00,55,2
2023-01-07 00:00:00+00:00,56,1
2023-01-07 00:00:00+00:00,58,2
2023-01-07 00:00:00+00:00,71,1
2023-01-07 00:00:00+00:00,75,1
2023-01-07 00:00:00+00:00,80,1
2023-01-07 00:00:00+00:00,84,1
2023-01-07 00:00:00+00:00,85,1
2023-01-07 00:00:00+00:00,86,1
2023-01-07 00:00:00+00:00,93,1
2023-01-07 00:00:00+00:00,97,1
2023-01-07 00:00:00+00:00,98,1
2023-01-07 00:00:00+00:00,99,1
2023-01-07 00:00:00+00:00,101,1
2023-01-07 00:00:00+00:00,111,1
2023-01-07 00:00:00+00:00,128,1
2023-01-07 00:00:00+00:00,132,1
2023-01-07 00:00:00+00:00,139,1
2023-01-07 00:00:00+00:00,140,1
2023-01-07 00:00:00+00:00,148,1
2023-01-07 00:00:00+00:00,149,1
2023-01-07 00:00:00+00:00,150,1
2023-01-07 00:00:00+00:00,153,1
2023-01-07 00:00:00+00:00,160,1
2023-01-07 00:00:00+00:00,163,1
2023-01-07 00:00:00+00:00,164,1
2023-01-07 00:00:00+00:00,177,1
2023-01-07 00:00:00+00:00,203,1
2023-01-07 00:00:00+00:00,250,1
2023-01-07 00:00:00+00:00,254,1
2023-01-07 00:00:00+00:00,258,1
2023-01-07 00:00:00+00:00,291,2
2023-01-07 00:00:00+00:00,292,1
2023-01-07 00:00:00+00:00,293,1
2023-01-07 00:00:00+00:00,294,1
2023-01-07 00:00:00+00:00,329,1
2023-01-07 00:00:00+00:00,332,1
2023-01-07 00:00:00+00:00,333,1
2023-01-07 00:00:00+00:00,340,1
2023-01-07 00:00:00+00:00,341,1
2023-01-08 00:00:00+00:00,0,67
2023-01-08 00:00:00+00:00,1,13
2023-01-08 00:00:00+00:00,2,13
2023-01-08 00:00:00+00:00,3,7
2023-01-08 00:00:00+00:00,4,7
2023-01-08 00:00:00+00:00,35,1
2023-01-08 00:00:00+00:00,71,1
2023-01-08 00:00:00+00:00,73,1
2023-01-08 00:00:00+00:00,79,1
2023-01-08 00:00:00+00:00,80,1
2023-01-08 00:00:00+00:00,81,1
2023-01-08 00:00:00+00:00,82,1
2023-01-08 00:00:00+00:00,83,1
2023-01-08 00:00:00+00:00,124,1
2023-01-08 00:00:00+00:00,130,2
2023-01-08 00:00:00+00:00,149,1
2023-01-08 00:00:00+00:00,161,1
2023-01-08 00:00:00+00:00,182,1
2023-01-08 00:00:00+00:00,194,1
2023-01-08 00:00:00+00:00,207,1
2023-01-08 00:00:00+00:00,275,1
2023-01-08 00:00:00+00:00,280,1
2023-01-08 00:00:00+00:00,281,1
2023-01-08 00:00:00+00:00,282,1
2023-01-08 00:00:00+00:00,313,1
2023-01-08 00:00:00+00:00,317,1
2023-01-08 00:00:00+00:00,337,1
2023-01-08 00:00:00+00:00,344,1
2023-01-08 00:00:00+00:00,345,1
2023-01-08 00:00:00+00:00,346,1
2023-01-08 00:00:00+00:00,347,1
2023-01-08 00:00:00+00:00,348,1
2023-01-09 00:00:00+00:00,0,79
2023-01-09 00:00:00+00:00,1,9
2023-01-09 00:00:00+00:00,2,10
2023-01-09 00:00:00+00:00,3,14
2023-01-09 00:00:00+00:00,4,9
2023-01-09 00:00:00+00:00,16,1
2023-01-09 00:00:00+00:00,19,1
2023-01-09 00:00:00+00:00,33,1
2023-01-09 00:00:00+00:00,41,1
2023-01-09 00:00:00+00:00,42,1
2023-01-09 00:00:00+00:00,44,1
2023-01-09 00:00:00+00:00,72,1
2023-01-09 00:00:00+00:00,80,1
2023-01-09 00:00:00+00:00,91,1
2023-01-09 00:00:00+00:00,103,1
2023-01-09 00:00:00+00:00,104,1
2023-01-09 00:00:00+00:00,109,1
2023-01-09 00:00:00+00:00,133,1
2023-01-09 00:00:00+00:00,159,1
2023-01-09 00:00:00+00:00,160,1
2023-01-09 00:00:00+00:00,162,1
2023-01-09 00:00:00+00:00,166,1
2023-01-09 00:00:00+00:00,169,1
2023-01-09 00:00:00+00:00,170,1
2023-01-09 00:00:00+00:00,188,1
2023-01-09 00:00:00+00:00,190,1
2023-01-09 00:00:00+00:00,204,1
2023-01-09 00:00:00+00:00,206,1
2023-01-09 00:00:00+00:00,231,1
2023-01-09 00:00:00+00:00,232,1
2023-01-09 00:00:00+00:00,234,1
2023-01-09 00:00:00+00:00,235,2
2023-01-09 00:00:00+00:00,245,1
2023-01-09 00:00:00+00:00,249,1
2023-01-09 00:00:00+00:00,251,3
2023-01-09 00:00:00+00:00,252,2
2023-01-09 00:00:00+00:00,254,1
2023-01-09 00:00:00+00:00,290,1
2023-01-09 00:00:00+00:00,340,1
2023-01-09 00:00:00+00:00,342,1
2023-01-09 00:00:00+00:00,343,1
2023-01-09 00:00:00+00:00,350,1
2023-01-09 00:00:00+00:00,352,1
2023-01-10 00:00:00+00:00,0,70
2023-01-10 00:00:00+00:00,1,7
2023-01-10 00:00:00+00:00,2,6
2023-01-10 00:00:00+00:00,3,5
2023-01-10 00:00:00+00:00,4,8
2023-01-10 00:00:00+00:00,45,1
2023-01-10 00:00:00+00:00,54,1
2023-01-10 00:00:00+00:00,55,1
2023-01-10 00:00:00+00:00,56,2
2023-01-10 00:00:00+00:00,57,1
2023-01-10 00:00:00+00:00,59,1
2023-01-10 00:00:00+00:00,60,1
2023-01-10 00:00:00+00:00,62,1
2023-01-10 00:00:00+00:00,80,1
2023-01-10 00:00:00+00:00,82,1
2023-01-10 00:00:00+00:00,91,1
2023-01-10 00:00:00+00:00,92,1
2023-01-10 00:00:00+00:00,94,1
2023-01-10 00:00:00+00:00,95,1
2023-01-10 00:00:00+00:00,103,1
2023-01-10 00:00:00+00:00,106,1
2023-01-10 00:00:00+00:00,153,1
2023-01-10 00:00:00+00:00,182,1
2023-01-10 00:00:00+00:00,199,1
2023-01-10 00:00:00+00:00,205,1
2023-01-10 00:00:00+00:00,206,1
2023-01-10 00:00:00+00:00,207,2
2023-01-10 00:00:00+00:00,208,1
2023-01-10 00:00:00+00:00,218,1
2023-01-10 00:00:00+00:00,219,1
2023-01-10 00:00:00+00:00,238,1
2023-01-10 00:00:00+00:00,253,1
2023-01-10 00:00:00+00:00,258,1
2023-01-10 00:00:00+00:00,275,1
2023-01-10 00:00:00+00:00,304,1
2023-01-10 00:00:00+00:00,305,1
2023-01-10 00:00:00+00:00,307,1
2023-01-10 00:00:00+00:00,308,1
2023-01-10 00:00:00+00:00,316,1
2023-01-10 00:00:00+00:00,319,1
2023-01-10 00:00:00+00:00,320,1
2023-01-10 00:00:00+00:00,329,1
2023-01-10 00:00:00+00:00,331,1
2023-01-10 00:00:00+00:00,333,1
2023-01-10 00:00:00+00:00,340,1
2023-01-10 00:00:00+00:00,341,1
2023-01-10 00:00:00+00:00,343,1
2023-01-10 00:00:00+00:00,344,1
2023-01-11 00:00:00+00:00,0,74
2023-01-11 00:00:00+00:00,1,9
2023-01-11 00:00:00+00:00,2,15
2023-01-11 00:00:00+00:00,3,14
2023-01-11 00:00:00+00:00,4,13
2023-01-11 00:00:00+00:00,5,1
2023-01-11 00:00:00+00:00,23,1
2023-01-11 00:00:00+00:00,31,1
2023-01-11 00:00:00+00:00,34,1
2023-01-11 00:00:00+00:00,37,1
2023-01-11 00:00:00+00:00,39,1
2023-01-11 00:00:00+00:00,50,1
2023-01-11 00:00:00+00:00,51,1
2023-01-11 00:00:00+00:00,52,1
2023-01-11 00:00:00+00:00,75,1
2023-01-11 00:00:00+00:00,125,1
2023-01-11 00:00:00+00:00,126,1
2023-01-11 00:00:00+00:00,127,1
2023-01-11 00:00:00+00:00,128,1
2023-01-11 00:00:00+00:00,145,1
2023-01-11 00:00:00+00:00,147,1
2023-01-11 00:00:00+00:00,148,1
2023-01-11 00:00:00+00:00,152,1
2023-01-11 00:00:00+00:00,154,1
2023-01-11 00:00:00+00:00,156,1
2023-01-11 00:00:00+00:00,177,1
2023-01-11 00:00:00+00:00,203,2
2023-01-11 00:00:00+00:00,207,1
2023-01-11 00:00:00+00:00,215,1
2023-01-11 00:00:00+00:00,216,1
2023-01-11 00:00:00+00:00,218,1
2023-01-11 00:00:00+00:00,219,1
2023-01-11 00:00:00+00:00,220,2
2023-01-11 00:00:00+00:00,222,1
2023-01-11 00:00:00+00:00,228,1
2023-01-11 00:00:00+00:00,257,1
2023-01-11 00:00:00+00:00,258,1
2023-01-11 00:00:00+00:00,260,1
2023-01-11 00:00:00+00:00,280,1
2023-01-11 00:00:00+00:00,281,1
2023-01-11 00:00:00+00:00,283,1
2023-01-11 00:00:00+00:00,298,1
2023-01-11 00:00:00+00:00,308,1
2023-01-11 00:00:00+00:00,321,1
2023-01-11 00:00:00+00:00,332,1
2023-01-12 00:00:00+00:00,0,70
2023-01-12 00:00:00+00:00,1,6
2023-01-12 00:00:00+00:00,2,11
2023-01-12 00:00:00+00:00,3,5
2023-01-12 00:00:00+00:00,4,6
2023-01-12 00:00:00+00:00,5,1
2023-01-12 00:00:00+00:00,25,1
2023-01-12 00:00:00+00:00,27,1
2023-01-12 00:00:00+00:00,28,1
2023-01-12 00:00:00+00:00,47,1
2023-01-12 00:00:00+00:00,49,1
2023-01-12 00:00:00+00:00,52,1
2023-01-12 00:00:00+00:00,53,1
2023-01-12 00:00:00+00:00,55,1
2023-01-12 00:00:00+00:00,67,1
2023-01-12 00:00:00+00:00,109,1
2023-01-12 00:00:00+00:00,121,1
2023-01-12 00:00:00+00:00,123,1
2023-01-12 00:00:00+00:00,174,1
2023-01-12 00:00:00+00:00,215,1
2023-01-12 00:00:00+00:00,216,1
2023-01-12 00:00:00+00:00,217,1
2023-01-12 00:00:00+00:00,234,1
2023-01-12 00:00:00+00:00,257,1
2023-01-12 00:00:00+00:00,260,1
2023-01-12 00:00:00+00:00,280,1
2023-01-12 00:00:00+00:00,284,1
2023-01-12 00:00:00+00:00,285,1
2023-01-12 00:00:00+00:00,286,1
2023-01-12 00:00:00+00:00,288,1
2023-01-12 00:00:00+00:00,308,1
2023-01-13 00:00:00+00:00,0,70
2023-01-13 00:00:00+00:00,1,14
2023-01-13 00:00:00+00:00,2,8
2023-01-13 00:00:00+00:00,3,10
2023-01-13 00:00:00+00:00,4,7
2023-01-13 00:00:00+00:00,5,1
2023-01-13 00:00:00+00:00,20,1
2023-01-13 00:00:00+00:00,21,1
2023-01-13 00:00:00+00:00,22,1
2023-01-13 00:00:00+00:00,23,1
2023-01-13 00:00:00+00:00,24,1
2023-01-13 00:00:00+00:00,25,2
2023-01-13 00:00:00+00:00,41,1
2023-01-13 00:00:00+00:00,42,1
2023-01-13 00:00:00+00:00,44,1
2023-01-13 00:00:00+00:00,48,1
2023-01-13 00:00:00+00:00,50,1
2023-01-13 00:00:00+00:00,51,1
2023-01-13 00:00:00+00:00,52,1
2023-01-13 00:00:00+00:00,63,1
2023-01-13 00:00:00+00:00,69,1
2023-01-13 00:00:00+00:00,78,1
2023-01-13 00:00:00+00:00,117,1
2023-01-13 00:00:00+00:00,119,1
2023-01-13 00:00:00+00:00,120,1
2023-01-13 00:00:00+00:00,129,1
2023-01-13 00:00:00+00:00,136,1
2023-01-13 00:00:00+00:00,141,1
2023-01-13 00:00:00+00:00,152,1
2023-01-13 00:00:00+00:00,153,1
2023-01-13 00:00:00+00:00,154,1
2023-01-13 00:00:00+00:00,156,1
2023-01-13 00:00:00+00:00,159,1
2023-01-13 00:00:00+00:00,175,1
2023-01-13 00:00:00+00:00,178,1
2023-01-13 00:00:00+00:00,179,1
2023-01-13 00:00:00+00:00,180,1
2023-01-13 00:00:00+00:00,182,1
2023-01-13 00:00:00+00:00,196,1
2023-01-13 00:00:00+00:00,221,1
2023-01-13 00:00:00+00:00,224,1
2023-01-13 00:00:00+00:00,225,1
2023-01-13 00:00:00+00:00,233,1
2023-01-13 00:00:00+00:00,281,1
2023-01-13 00:00:00+00:00,311,1
2023-01-13 00:00:00+00:00,312,1
2023-01-13 00:00:00+00:00,315,1
2023-01-13 00:00:00+00:00,317,1
2023-01-13 00:00:00+00:00,321,1
2023-01-13 00:00:00+00:00,322,1
2023-01-13 00:00:00+00:00,323,1
2023-01-13 00:00:00+00:00,327,1
2023-01-13 00:00:00+00:00,346,1
2023-01-14 00:00:00+00:00,0,75
2023-01-14 00:00:00+00:00,1,12
2023-01-14 00:00:00+00:00,2,15
2023-01-14 00:00:00+00:00,3,13
2023-01-14 00:00:00+00:00,4,10
2023-01-14 00:00:00+00:00,9,1
2023-01-14 00:00:00+00:00,50,1
2023-01-14 00:00:00+00:00,54,1
2023-01-14 00:00:00+00:00,62,1
2023-01-14 00:00:00+00:00,64,1
2023-01-14 00:00:00+00:00,65,1
2023-01-14 00:00:00+00:00,66,1
2023-01-14 00:00:00+00:00,67,2
2023-01-14 00:00:00+00:00,70,2
2023-01-14 00:00:00+00:00,71,1
2023-01-14 00:00:00+00:00,74,1
2023-01-14 00:00:00+00:00,80,1
2023-01-14 00:00:00+00:00,110,1
2023-01-14 00:00:00+00:00,121,1
2023-01-14 00:00:00+00:00,189,1
2023-01-14 00:00:00+00:00,190,1
2023-01-14 00:00:00+00:00,192,1
2023-01-14 00:00:00+00:00,193,1
2023-01-14 00:00:00+00:00,197,1
2023-01-14 00:00:00+00:00,198,1
2023-01-14 00:00:00+00:00,199,1
2023-01-14 00:00:00+00:00,200,1
2023-01-14 00:00:00+00:00,201,1
2023-01-14 00:00:00+00:00,202,1
2023-01-14 00:00:00+00:00,203,1
2023-01-14 00:00:00+00:00,244,1
2023-01-14 00:00:00+00:00,248,1
2023-01-14 00:00:00+00:00,250,1
2023-01-14 00:00:00+00:00,251,1
2023-01-14 00:00:00+00:00,261,1
2023-01-14 00:00:00+00:00,289,1
2023-01-14 00:00:00+00:00,291,1
2023-01-14 00:00:00+00:00,292,1
2023-01-14 00:00:00+00:00,296,1
2023-01-14 00:00:00+00:00,300,1
2023-01-14 00:00:00+00:00,329,1
2023-01-14 00:00:00+00:00,341,1
2023-01-14 00:00:00+00:00,342,1
2023-01-14 00:00:00+00:00,343,1
2023-01-14 00:00:00+00:00,345,1
2023-01-15 00:00:00+00:00,0,77
2023-01-15 00:00:00+00:00,1,9
2023-01-15 00:00:00+00:00,2,11
2023-01-15 00:00:00+00:00,3,9
2023-01-15 00:00:00+00:00,4,11
2023-01-15 00:00:00+00:00,19,1
2023-01-15 00:00:00+00:00,20,1
2023-01-15 00:00:00+00:00,32,1
2023-01-15 00:00:00+00:00,35,1
2023-01-15 00:00:00+00:00,36,1
2023-01-15 00:00:00+00:00,63,1
2023-01-15 00:00:00+00:00,89,1
2023-01-15 00:00:00+00:00,92,1
2023-01-15 00:00:00+00:00,94,1
2023-01-15 00:00:00+00:00,109,1
2023-01-15 00:00:00+00:00,118,1
2023-01-15 00:00:00+00:00,130,1
2023-01-15 00:00:00+00:00,133,1
2023-01-15 00:00:00+00:00,139,1
2023-01-15 00:00:00+00:00,148,2
2023-01-15 00:00:00+00:00,211,1
2023-01-15 00:00:00+00:00,217,1
2023-01-15 00:00:00+00:00,218,2
2023-01-15 00:00:00+00:00,219,1
2023-01-15 00:00:00+00:00,221,2
2023-01-15 00:00:00+00:00,222,2
2023-01-15 00:00:00+00:00,223,2
2023-01-15 00:00:00+00:00,225,2
2023-01-15 00:00:00+00:00,226,1
2023-01-15 00:00:00+00:00,235,1
2023-01-15 00:00:00+00:00,241,2
2023-01-15 00:00:00+00:00,244,1
2023-01-15 00:00:00+00:00,275,1
2023-01-15 00:00:00+00:00,291,1
2023-01-15 00:00:00+00:00,296,1
2023-01-15 00:00:00+00:00,298,1
2023-01-15 00:00:00+00:00,304,1
2023-01-15 00:00:00+00:00,305,1
2023-01-15 00:00:00+00:00,306,1
2023-01-15 00:00:00+00:00,307,1
2023-01-15 00:00:00+00:00,310,1
2023-01-15 00:00:00+00:00,311,1
2023-01-15 00:00:00+00:00,313,1
2023-01-15 00:00:00+00:00,329,1
2023-01-15 00:00:00+00:00,330,1
2023-01-15 00:00:00+00:00,332,1
2023-01-15 00:00:00+00:00,344,2
2023-01-15 00:00:00+00:00,345,1
2023-01-15 00:00:00+00:00,346,1
2023-01-16 00:00:00+00:00,0,66
2023-01-16 00:00:00+00:00,1,12
2023-01-16 00:00:00+00:00,2,11
2023-01-16 00:00:00+00:00,3,14
2023-01-16 00:00:00+00:00,4,8
2023-01-16 00:00:00+00:00,5,1
2023-01-16 00:00:00+00:00,6,1
2023-01-16 00:00:00+00:00,14,1
2023-01-16 00:00:00+00:00,16,1
2023-01-16 00:00:00+00:00,35,1
2023-01-16 00:00:00+00:00,42,1
2023-01-16 00:00:00+00:00,44,1
2023-01-16 00:00:00+00:00,45,1
2023-01-16 00:00:00+00:00,46,1
2023-01-16 00:00:00+00:00,82,1
2023-01-16 00:00:00+00:00,97,1
2023-01-16 00:00:00+00:00,99,1
2023-01-16 00:00:00+00:00,100,1
2023-01-16 00:00:00+00:00,101,1
2023-01-16 00:00:00+00:00,106,1
2023-01-16 00:00:00+00:00,141,1
2023-01-16 00:00:00+00:00,142,1
2023-01-16 00:00:00+00:00,143,2
2023-01-16 00:00:00+00:00,146,1
2023-01-16 00:00:00+00:00,148,1
2023-01-16 00:00:00+00:00,185,1
2023-01-16 00:00:00+00:00,189,1
2023-01-16 00:00:00+00:00,190,1
2023-01-16 00:00:00+00:00,194,1
2023-01-16 00:00:00+00:00,220,1
2023-01-16 00:00:00+00:00,231,1
2023-01-16 00:00:00+00:00,234,1
2023-01-16 00:00:00+00:00,247,1
2023-01-16 00:00:00+00:00,265,1
2023-01-16 00:00:00+00:00,304,1
2023-01-16 00:00:00+00:00,326,1
2023-01-16 00:00:00+00:00,338,1
2023-01-17 00:00:00+00:00,0,67
2023-01-17 00:00:00+00:00,1,14
2023-01-17 00:00:00+00:00,2,8
2023-01-17 00:00:00+00:00,3,11
2023-01-17 00:00:00+00:00,4,4
2023-01-17 00:00:00+00:00,18,1
2023-01-17 00:00:00+00:00,20,1
2023-01-17 00:00:00+00:00,42,1
2023-01-17 00:00:00+00:00,52,1
2023-01-17 00:00:00+00:00,60,1
2023-01-17 00:00:00+00:00,81,1
2023-01-17 00:00:00+00:00,82,1
2023-01-17 00:00:00+00:00,88,1
2023-01-17 00:00:00+00:00,89,1
2023-01-17 00:00:00+00:00,91,1
2023-01-17 00:00:00+00:00,92,1
2023-01-17 00:00:00+00:00,101,1
